,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,FILE_NAME,STATES,INPUTS,LSTAR_MQ_SYM,LSTAR_MQ_RST,LSTAR_EQ_SYM,LSTAR_EQ_RST,LSTAR_TOTAL_SYM,LSTAR_TOTAL_RST,LSTAR_EQs,LSTAR_MQs,CLSTAR_MQ_SYM,CLSTAR_MQ_RST,CLSTAR_EQ_SYM,CLSTAR_EQ_RST,CLSTAR_TOTAL_SYM,CLSTAR_TOTAL_RST,CLSTAR_EQs,CLSTAR_COMPONENTS,CLSTAR_ROUNDS,CLSTAR_MQs,CACHE
45,45,45,45,45,45,45,45,81,81,81.0,81.0,81.0,81.0,81.0,,,28,1036,10,10348546,206656,74596,501,2083385136,1235785,2,229481,7152048,87925,3239024,21603,-8044640,1147640,145,4,13,126844,True
46,46,46,46,46,46,46,46,82,82,82.0,82.0,82.0,82.0,82.0,,,28,1036,10,6917141,222740,74445,502,-1273992538,1146484,3,246641,6618219,83019,2870775,19105,-11022012,1106372,126,4,12,116965,True
47,47,47,47,47,47,47,47,83,83,83.0,83.0,83.0,83.0,83.0,,,28,1036,10,10234294,238705,76668,503,-274345372,1396040,3,264241,7613200,89982,3249906,21609,-6547576,657955,141,4,13,128989,True
48,48,48,48,48,48,48,48,84,84,84.0,84.0,84.0,84.0,84.0,,,29,330,10,4901536,74957,74236,501,-1565055732,926374,2,83048,5117316,62240,2786779,18593,-24671335,665831,115,4,12,85641,True
49,49,49,49,49,49,49,49,85,85,85.0,85.0,85.0,85.0,85.0,,,29,330,10,4793254,73428,72988,501,-570469624,273929,2,81338,4916890,66637,3082871,20598,13998088,1061705,140,4,13,95841,True
50,50,50,50,50,50,50,50,86,86,86.0,86.0,86.0,86.0,86.0,,,29,330,10,3714763,69614,74524,501,2015157148,820690,2,77158,5498646,67723,2792046,18592,-10255848,958945,117,4,12,94743,True
51,51,51,51,51,51,51,51,87,87,87.0,87.0,87.0,87.0,87.0,,,30,223,10,1254265,25340,74762,501,-584618484,577523,2,28015,3435350,42607,2562623,17083,95987838,758140,113,4,12,59517,True
52,52,52,52,52,52,52,52,88,88,88.0,88.0,88.0,88.0,88.0,,,30,223,10,1913906,28093,75907,501,1718961395,528752,2,31055,4083369,49987,2489883,16584,46293008,766284,105,4,12,67931,True
53,53,53,53,53,53,53,53,89,89,89.0,89.0,89.0,89.0,89.0,,,30,223,10,1695346,27678,74876,501,2014161776,953611,2,30575,5067024,59897,2940408,19582,66014864,1276874,110,4,12,82199,True
54,54,54,54,54,54,54,54,90,90,90.0,90.0,90.0,90.0,90.0,,,31,466,10,2471293,40199,75190,501,2005092966,362800,2,44478,4470578,52598,1665395,11087,50679865,1373165,95,4,10,72681,True
55,55,55,55,55,55,55,55,91,91,91.0,91.0,91.0,91.0,91.0,,,31,466,10,1502237,34252,75110,501,1004732041,169506,2,37997,4026818,51228,1880639,12587,63629828,727630,100,4,10,73745,True
56,56,56,56,56,56,56,56,92,92,92.0,92.0,92.0,92.0,92.0,,,31,466,10,3757680,49079,76077,501,-563098293,648740,2,54419,3605215,44818,1513117,10084,-59526672,719608,91,4,9,65329,True
57,57,57,57,57,57,57,57,93,93,93.0,93.0,93.0,93.0,93.0,,,32,707,10,3233188,51739,74184,501,-563475616,852240,2,57419,4257297,53296,1439887,9589,41274656,851540,88,4,9,74439,True
58,58,58,58,58,58,58,58,94,94,94.0,94.0,94.0,94.0,94.0,,,32,707,10,6342943,86154,74768,502,-1250043319,979904,3,96821,3603264,44955,1214319,8080,-56276919,718210,76,4,8,61149,True
59,59,59,59,59,59,59,59,95,95,95.0,95.0,95.0,95.0,95.0,,,32,707,10,3355154,54640,75621,501,-1576211492,520564,2,60961,4994990,57558,1738767,11588,93668785,1014876,102,4,10,81547,True
60,60,60,60,60,60,60,60,36,36,36.0,36.0,36.0,36.0,36.0,36.0,,13,4891,15,129309651,2077079,75409,502,1517540240,2677581,3,2230111,20233934,252055,5808208,38691,96252852,1381492,248,5,19,336519,True
61,61,61,61,61,61,61,61,37,37,37.0,37.0,37.0,37.0,37.0,37.0,,13,4891,15,100708432,1992487,74698,504,1503915650,12257946,3,2149260,20867073,255846,5947659,39673,70888392,3059671,253,5,20,338421,True
62,62,62,62,62,62,62,62,38,38,38.0,38.0,38.0,38.0,38.0,38.0,,13,4891,15,100214410,1960076,75513,504,1005902473,18445220,3,2112779,22052944,261752,6102588,40692,182622128,1404888,247,5,19,346062,True
63,63,63,63,63,63,63,63,39,39,39.0,39.0,39.0,39.0,39.0,39.0,,14,365,15,5182813,56776,75931,501,2036811208,457277,2,60619,6465086,82588,2270435,15125,9884168,795426,165,5,13,107600,True
64,64,64,64,64,64,64,64,40,40,40.0,40.0,40.0,40.0,40.0,40.0,,14,365,15,2800717,43293,74666,501,725160385,343794,2,46219,6277686,78934,2572941,17129,-19194984,588189,174,5,13,104612,True
65,65,65,65,65,65,65,65,41,41,41.0,41.0,41.0,41.0,41.0,41.0,,14,365,15,3795721,52219,75296,501,-1562837473,905440,2,55775,6362035,77255,2347207,15623,23546210,850146,157,5,12,100749,True
66,66,66,66,66,66,66,66,42,42,42.0,42.0,42.0,42.0,42.0,42.0,,15,1979,15,17764488,346230,74692,502,2071356720,3220588,3,371695,14004314,168405,4232165,28180,32945916,1586340,237,5,17,223232,True
67,67,67,67,67,67,67,67,43,43,43.0,43.0,43.0,43.0,43.0,43.0,,15,1979,15,26374209,290944,75566,501,-457685717,3323005,2,312025,12534472,155851,4002485,26675,-6926086,1842734,220,5,16,209380,True
68,68,68,68,68,68,68,68,44,44,44.0,44.0,44.0,44.0,44.0,44.0,,15,1979,15,18331009,280558,75496,501,1870691249,3048472,2,301495,13008805,164089,3995972,26661,139033439,972250,243,5,17,217527,True
69,69,69,69,69,69,69,69,45,45,45.0,45.0,45.0,45.0,45.0,45.0,,16,1533,15,26675508,619828,75008,501,-54212652,1840658,2,667466,18632002,231219,6852725,45702,969454,2438447,294,5,21,310277,True
70,70,70,70,70,70,70,70,46,46,46.0,46.0,46.0,46.0,46.0,46.0,,16,1533,15,26342809,706695,75392,502,1052836402,2521591,3,759103,16938391,212345,5202304,34672,84281390,2276136,251,5,19,277876,True
71,71,71,71,71,71,71,71,47,47,47.0,47.0,47.0,47.0,47.0,47.0,,16,1533,15,41862920,734191,74990,503,-1043339836,4708164,3,790423,17322604,219240,5422689,36178,91962344,1777090,248,5,19,284265,True
72,72,72,72,72,72,72,72,48,48,48.0,48.0,48.0,48.0,48.0,48.0,,17,1846,15,16939707,242628,77415,515,-1453797616,2688287,4,260846,8975927,110963,2342866,15629,32637586,1239328,188,5,13,148624,True
73,73,73,73,73,73,73,73,49,49,49.0,49.0,49.0,49.0,49.0,49.0,,17,1846,15,14159787,195514,75546,506,733503370,1768160,3,210235,7695801,100803,2573434,17151,2423115,1153862,183,5,13,136787,True
74,74,74,74,74,74,74,74,50,50,50.0,50.0,50.0,50.0,50.0,50.0,,17,1846,15,9842127,168387,74565,502,774449548,1275556,3,180985,7756838,100583,2498417,16623,-29489490,434412,176,5,13,136010,True
75,75,75,75,75,75,75,75,51,51,51.0,51.0,51.0,51.0,51.0,51.0,,18,1625,15,30361889,591160,76987,501,-1234089544,5724949,2,634945,17818224,224634,5354790,35684,129519042,920636,265,5,20,289787,True
76,76,76,76,76,76,76,76,52,52,52.0,52.0,52.0,52.0,52.0,52.0,,18,1625,15,31380698,672010,76085,503,1767946270,3490052,3,724571,17532341,219833,6864402,45720,196380458,2358871,285,5,21,292882,True
77,77,77,77,77,77,77,77,53,53,53.0,53.0,53.0,53.0,53.0,53.0,,18,1625,15,24992372,627426,77689,504,1730102765,1027930,3,672775,18174153,226832,6414434,42702,242120109,2186738,278,5,21,297316,True
78,78,78,78,78,78,78,78,54,54,54.0,54.0,54.0,54.0,54.0,54.0,,19,1653,15,52128338,693901,76572,501,966057254,3872010,2,748467,16902714,208248,5282236,35162,105294650,1803870,251,5,19,272947,True
79,79,79,79,79,79,79,79,55,55,55.0,55.0,55.0,55.0,55.0,55.0,,19,1653,15,19703432,682283,75234,501,784147368,2148352,2,733347,17428449,214969,5356402,35662,-44430298,2805048,238,5,18,281145,True
80,80,80,80,80,80,80,80,56,56,56.0,56.0,56.0,56.0,56.0,56.0,,19,1653,15,30642575,687602,75631,501,1276463854,1288103,2,741747,20299127,243807,6097712,40693,42793678,769000,273,5,21,317597,True
81,81,81,81,81,81,81,81,57,57,57.0,57.0,57.0,57.0,57.0,57.0,,20,1533,15,16143234,288796,74479,503,-278749583,3114392,3,309685,12746348,160838,4002293,26646,180737769,2299872,233,5,17,210525,True
82,82,82,82,82,82,82,82,58,58,58.0,58.0,58.0,58.0,58.0,58.0,,20,1533,15,15761900,272541,75577,502,-1199942434,1292172,3,292525,11834033,151104,3853330,25652,34124178,1790804,219,5,16,199677,True
83,83,83,83,83,83,83,83,59,59,59.0,59.0,59.0,59.0,59.0,59.0,,20,1533,15,16822519,262707,75776,502,1772625884,2179254,3,281995,11298984,141652,3922341,26134,85663975,1506716,214,5,16,188371,True
84,84,84,84,84,84,84,84,60,60,60.0,60.0,60.0,60.0,60.0,60.0,,21,1034,15,21317710,456525,74797,502,-252182282,3956216,3,488695,16156466,204224,5720092,38163,126889022,1569548,268,5,20,266112,True
85,85,85,85,85,85,85,85,61,61,61.0,61.0,61.0,61.0,61.0,61.0,,21,1034,15,11154297,416654,75512,501,2033689427,3720085,2,446741,15410349,198060,6399993,42682,140862052,1762968,268,5,21,264263,True
86,86,86,86,86,86,86,86,62,62,62.0,62.0,62.0,62.0,62.0,62.0,,21,1034,15,11103912,374746,75655,501,-522857190,1976235,2,400703,16475580,206058,5952201,39686,206994467,1082976,272,5,20,276792,True
